REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,TEACHERS,QPTR
RUVUMA,Songea MC,Tanga,LUKALA,175,32,5
RUVUMA,Songea MC,Msamala,EMMANUEL NCHIMBI,56,13,4
RUVUMA,Songea MC,Msamala,MSAMALA,853,52,16
RUVUMA,Songea MC,Seedfarm,SONGEA BOYS,956,44,22
RUVUMA,Songea MC,Mateka,MATEKA,285,30,10
RUVUMA,Songea MC,Subira,SUBIRA,156,24,7
RUVUMA,Songea MC,Ruvuma,RUVUMA,283,40,7
RUVUMA,Songea MC,Matarawe,MATARAWE,500,39,13
RUVUMA,Songea MC,Mfaranyaki,MFARANYAKI,638,26,25
RUVUMA,Songea MC,Lizaboni,LONDONI,943,57,17
RUVUMA,Songea MC,Majengo,MBULANI,259,28,9
RUVUMA,Songea MC,Mwengemshindo,LUWAWASI,558,24,23
RUVUMA,Songea MC,Lilambo,CHABRUMA,231,18,13
RUVUMA,Songea MC,Lilambo,SILI,132,28,5
RUVUMA,Songea MC,Mjimwema,LIZABONI,468,51,9
SHINYANGA,Kishapu,Uchunga,IGAGA,129,19,7
SHINYANGA,Kishapu,Uchunga,UCHUNGA,246,11,22
SHINYANGA,Kishapu,Shagihilu,MANGU,339,12,28
SHINYANGA,Kishapu,Masanga,BULEKELA,287,7,41
SHINYANGA,Kishapu,Somagedi,SOMAGEDI,202,9,22
SHINYANGA,Kishapu,Mwakipoya,MWAKIPOYA,217,5,43
SHINYANGA,Kishapu,Mwamalasa,MWAMALASA,326,8,41
SHINYANGA,Kishapu,Ukenyenge,UKENYENGE,446,15,30
SHINYANGA,Kishapu,Mwamashele,MWAMASHELE,280,15,19
SHINYANGA,Kishapu,Lagana,MWAMADULU,269,11,24
SHINYANGA,Kishapu,Ngofila,NGOFILA,249,12,21
SHINYANGA,Kishapu,Kiloleli,KILOLELI,177,7,25
SHINYANGA,Kishapu,Talaga,TALAGA,207,14,15
SHINYANGA,Kishapu,Itilima,BUSIYA,252,16,16
SHINYANGA,Kishapu,Bunambiyu,BUNAM BIYU,391,14,28
SHINYANGA,Kishapu,Bubiki,BUBIKI,394,19,21
SHINYANGA,Kishapu,Seke Bugoro,MIPA,275,18,15
SHINYANGA,Kishapu,Mondo,MWIGUMBI,271,22,12
SHINYANGA,Kishapu,Mondo,WISHITELEJA,252,11,23
SHINYANGA,Kishapu,Songwa,SONGWA,251,18,14
SHINYANGA,Kishapu,Maganzo,MAGANZO,544,23,24
SHINYANGA,Kishapu,Mwadui Lohumbo,MWADUI TECH,480,21,23
SHINYANGA,Kishapu,Mwadui Lohumbo,SHINYANGA,884,41,22
SHINYANGA,Kishapu,Idukilo,IDUKILO,253,11,23
SHINYANGA,Kishapu,Kishapu,KISHAPU,492,27,18
SHINYANGA,Kishapu,Mwataga,MWATAGA,262,13,20
SHINYANGA,Msalala,Ntobo,NTOBO SS,316,22,14
SHINYANGA,Msalala,Busangi,BUSANGI SS,337,27,12
SHINYANGA,Msalala,Chela,BALOHA SS,496,22,23
SHINYANGA,Msalala,Ngaya,NGAYA S.S,262,19,14
SHINYANGA,Msalala,Bulige,BULIGE SS,442,9,49
SHINYANGA,Msalala,Bugarama,BUGARAMA SS,746,36,21
SHINYANGA,Msalala,Bulyan'hulu,BULYANHULU SS,946,30,32
SHINYANGA,Msalala,Lunguya,LUNGUYA SS,429,7,61
SHINYANGA,Msalala,Shilela,NYIKOBOKO SS,309,19,16
SHINYANGA,Msalala,Segese,MWL NYERERE SS,1667,51,33
SHINYANGA,Msalala,Isaka,ISAKA S.S,731,38,19
SHINYANGA,Msalala,Jana,JANA SS,178,20,9
SHINYANGA,Msalala,Mwalugulu,MWALUGULU SS,244,26,9
SHINYANGA,Msalala,Mwanase,MWAMANDI SS,167,14,12
SHINYANGA,Shinyanga,llola,ILOLA,172,14,12
SHINYANGA,Shinyanga,Didia,DIDIA,355,15,24
SHINYANGA,Shinyanga,Nyida,ITWANGI,377,19,20
SHINYANGA,Shinyanga,Tinde,KITULI,562,22,26
SHINYANGA,Shinyanga,Tinde,TINDE GIRLS,318,21,15
SHINYANGA,Shinyanga,Nsalala,TINDE,223,13,17
SHINYANGA,Shinyanga,Bukene,USULE,273,15,18
SHINYANGA,Shinyanga,Imesela,IMESELA,214,7,31
SHINYANGA,Shinyanga,Mwamala,KASELYA,196,12,16
SHINYANGA,Shinyanga,Samuye,ISELA,238,21,11
SHINYANGA,Shinyanga,Masengwa,MASENGWA,399,14,29
SHINYANGA,Shinyanga,Usanda,SAMUYE,372,21,18
SHINYANGA,Shinyanga,Usanda,SHINGITA,101,16,6
SHINYANGA,Shinyanga,Usanda,USANDA,118,16,7
SHINYANGA,Shinyanga,Salawe,SALAWE,366,19,19
SHINYANGA,Shinyanga,Mwenge,GEMBE,273,20,14
SHINYANGA,Shinyanga,Mwenge,ZUNZULI,259,17,15
SHINYANGA,Shinyanga,Mwakitolyo,NG'WAKITOLYO,122,13,9
SHINYANGA,Shinyanga,Solwa,SOLWA,458,20,23
SHINYANGA,Shinyanga,Iselamagazi,ISELAMAGAZI,403,20,20
SHINYANGA,Shinyanga,Lyabusalu,LYABUSALU,270,8,34
SHINYANGA,Shinyanga,Pandagichiza,PANDAGICHIZA,400,14,29
SHINYANGA,Shinyanga,Mwantini,MWANTINI,197,13,15
SHINYANGA,Shinyanga,Nyamalogo,MISHEPO,234,14,17
SHINYANGA,Shinyanga,Lyabukande,LYABUKANDE,375,20,19
SHINYANGA,Shinyanga,Lyamidati,IHUGI,184,15,12
SHINYANGA,Kahama TC,Zongomera,ISUNUKA,223,20,11
SHINYANGA,Kahama TC,Zongomera,SEEKE,450,29,16
SHINYANGA,Kahama TC,Nyasubi,NYASUBI,1090,42,26
SHINYANGA,Kahama TC,Busoka,ABDULRAHIM BUSOKA,114,20,6
SHINYANGA,Kahama TC,Malunga,KISHIMBA,757,52,15
SHINYANGA,Kahama TC,Mwandakulima,MWENDAKULIMA,844,38,22
SHINYANGA,Kahama TC,Mhungula,NYIHOGO,684,49,14
SHINYANGA,Kahama TC,Mhongolo,NYASHIMBI,815,41,20
SHINYANGA,Kahama TC,Nyandekwa,NYANDEKWA,160,19,8
SHINYANGA,Kahama TC,Isagehe,ISAGEHE,865,46,19
SHINYANGA,Kahama TC,Isagehe,MPERA,584,23,25
SHINYANGA,Kahama TC,Mondo,BUGISHA,232,22,11
SHINYANGA,Kahama TC,Kinaga,KINAGA,195,20,10
SHINYANGA,Kahama TC,Kilago,BUKAMBA,276,19,15
SHINYANGA,Kahama TC,Ngogwa,NGOGWA,200,27,7
SHINYANGA,Shinyanga MC,Kambarage,MWASELE,656,32,21
SHINYANGA,Shinyanga MC,Chamaguha,CHAMAGUHA,409,33,12
SHINYANGA,Shinyanga MC,Ibinzamata,IBINZAMATA,386,34,11
SHINYANGA,Shinyanga MC,Mjini,TOWN,459,38,12
SHINYANGA,Shinyanga MC,Mjini,UHURU,771,34,23
SHINYANGA,Shinyanga MC,Ndala,NDALA,300,28,11
SHINYANGA,Shinyanga MC,Masekelo,MASEKELO,459,26,18
SHINYANGA,Shinyanga MC,Kitangili,BUSULWA,356,29,12
SHINYANGA,Shinyanga MC,Ngokolo,NGOKOLO,843,40,21
SHINYANGA,Shinyanga MC,Ndembezi,MAZINGE,493,36,14
SHINYANGA,Shinyanga MC,Ibadakuli,RAJANI,221,21,11
SHINYANGA,Shinyanga MC,Ibadakuli,UZOGORE,84,12,7
SHINYANGA,Shinyanga MC,Mwawaza,MWAWAZA,83,13,6
SHINYANGA,Shinyanga MC,Kizumbi,KIZUMBI,285,28,10
SHINYANGA,Shinyanga MC,Kolandoto,KOLANDOTO,313,18,17
SHINYANGA,Shinyanga MC,Old Shinyanga,OLD SHINYANGA,550,35,16
SHINYANGA,Shinyanga MC,Mwamalili,MWAMALILI,180,14,13
SHINYANGA,Ushetu,Chona,CHONA,370,10,37
SHINYANGA,Ushetu,Chambo,CHAMBO,274,17,16
SHINYANGA,Ushetu,Kisuke,KISUKE,500,21,24
SHINYANGA,Ushetu,Ukune,DAKAMA,356,20,18
SHINYANGA,Ushetu,Ukune,UKUNE,176,13,14
SHINYANGA,Ushetu,Igunda,IGUNDA,113,9,13
SHINYANGA,Ushetu,Kinamapula,KINAMAPULA,314,17,18
SHINYANGA,Ushetu,Igwamanoni,IGWAMANONI,250,16,16
SHINYANGA,Ushetu,Mpunze,MPUNZE,459,18,26
SHINYANGA,Ushetu,Sabasabini,SABASABINI,98,8,12
SHINYANGA,Ushetu,Idahina,IDAHINA,185,12,15
SHINYANGA,Ushetu,Bulungwa,BULUNGWA,400,10,40
SHINYANGA,Ushetu,Nyankende,NYANKENDE,160,9,18
SHINYANGA,Ushetu,Ulewe,ULEWE,267,13,21
SHINYANGA,Ushetu,Ushetu,MWELI,202,15,13
SHINYANGA,Ushetu,Ushetu,USHETU,190,17,11
SHINYANGA,Ushetu,Uyogo,UYOGO,230,17,14
SHINYANGA,Ushetu,Ulowa,ULOWA,444,17,26
SIMIYU,Bariadi,Dutwa,DUTWA SECONDARY SCHOOL,459,25,18
SIMIYU,Bariadi,Dutwa,IGAGANULWA SECONDARY SCHOOL,277,15,18
SIMIYU,Bariadi,Gilya,IKINABUSHU SECONDARY SCHOOL,180,12,15
SIMIYU,Bariadi,Gilya,NYAWA SECONDARY SCHOOL,216,7,31
SIMIYU,Bariadi,Ikungulyabashashi,IKUNGULYABASHASHI SECONDARY SCHOOL,218,11,20
SIMIYU,Bariadi,Sapiwi,SAPIWI SECONDARY SCHOOL,441,7,63
SIMIYU,Bariadi,Matongo,MWANTIMBA SECONDARY SCHOOL,424,9,47
SIMIYU,Bariadi,Ngulyati,NYASOSI SECONDARY SCHOOL,423,13,33
SIMIYU,Bariadi,Kasoli,MWAMLAPA SECONDARY SCHOOL,286,10,29
SIMIYU,Bariadi,Kilalo,KASOLI SECONDARY SCHOOL,247,9,27
SIMIYU,Bariadi,Mwasubuya,MISWAKI SECONDARY SCHOOL,363,5,73
SIMIYU,Bariadi,Sakwe,IBULYU SECONDARY SCHOOL,106,22,5
SIMIYU,Bariadi,Sakwe,SAKWE SECONDARY SCHOOL,233,6,39
SIMIYU,Bariadi,Itubukilo,ITUBUKILO SECONDARY SCHOOL,135,5,27
SIMIYU,Bariadi,Nkololo,NKOLOLO SECONDARY SCHOOL,493,24,21
SIMIYU,Bariadi,Mwaumatondo,GEGEDI SECONDARY SCHOOL,272,7,39
SIMIYU,Bariadi,Mwaubingi,GASUMA SECONDARY SCHOOL,214,13,16
SIMIYU,Bariadi,Nkindwabiye,NKINDWABIYE SECONDARY SCHOOL,302,9,34
SIMIYU,Bariadi,Mwadobana,BYUNA SECONDARY SCHOOL,153,8,19
SIMIYU,Bariadi,Mwadobana,MWADOBANA SECONDARY SCHOOL,84,11,8
SIMIYU,Bariadi,Benemhi,BANEMHI SECONDARY SCHOOL,166,13,13
SIMIYU,Bariadi,Benemhi,KILABELA SECONDARY SCHOOL,95,8,12
SIMIYU,Bariadi TC,Bunamhala,GIRIKU SECONDARY,390,9,43
SIMIYU,Bariadi TC,Bunamhala,MAHAHA SECONDARY,472,26,18
SIMIYU,Bariadi TC,Bariadi,KIDINDA SECONDARY,826,32,26
SIMIYU,Bariadi TC,Malambo,SIMIYU SECONDARY,289,15,19
SIMIYU,Bariadi TC,Nyangokolwa,NG'WANG'WALI SECONDARY,229,13,18
SIMIYU,Bariadi TC,Nyangokolwa,SOMANDA SECONDARY,261,14,19
SIMIYU,Bariadi TC,Sima,BARIADI BIASHARA SECONDARY,951,36,26
SIMIYU,Bariadi TC,Somanda,BARIADI SECONDARY,969,44,22
SIMIYU,Bariadi TC,Somanda,CHENGE SECONDARY,250,22,11
SIMIYU,Bariadi TC,Guduwi,GUDUWI SECONDARY,194,9,22
SIMIYU,Bariadi TC,Nyakabindi,NYAKABINDI SECONDARY,326,17,19
SIMIYU,Bariadi TC,Nyakabindi,OLD MASWA SECONDARY,330,22,15
SIMIYU,Bariadi TC,Mhango,MBITI SECONDARY,165,15,11
SIMIYU,Bariadi TC,Mhango,NTUZU SECONDARY,133,12,11
SIMIYU,Itilima,Bumera,BUMERA,125,9,14
SIMIYU,Itilima,Bumera,HABIYA,116,12,10
SIMIYU,Itilima,Ikindilo,IKINDILO,151,18,8
SIMIYU,Itilima,Mwamtani,MWAMTANI,118,13,9
SIMIYU,Itilima,Mwaswale,LUNG'WA,102,10,10
SIMIYU,Itilima,Mwaswale,MWASWALE,172,15,11
SIMIYU,Itilima,Sagata,LAINI,232,18,13
SIMIYU,Itilima,Sagata,SAGATA,187,12,16
SIMIYU,Itilima,Mwalushu,MWALUSHU,199,16,12
SIMIYU,Itilima,Mwamapalala,IDOSELO,429,22,20
SIMIYU,Itilima,Nkoma,NKOMA,428,17,25
SIMIYU,Itilima,Nyamalapa,BUNAMHALA MB,295,18,16
SIMIYU,Itilima,Budalabujiga,BUDALABUJIGA,234,22,11
SIMIYU,Itilima,Chinamili,CHINAMILI,136,15,9
SIMIYU,Itilima,Chinamili,KANADI,227,17,13
SIMIYU,Itilima,Lagangabilili,LAGANGABILILI,308,21,15
SIMIYU,Itilima,Migato,MHUNZE,154,22,7
SIMIYU,Itilima,Migato,SHISHANI,111,15,7
SIMIYU,Itilima,Mhunze,MADILANA,203,16,13
SIMIYU,Itilima,Ndolelezi,NDOLELEJI,139,14,10
SIMIYU,Itilima,Kinang'weli,KINANG'WELI,280,12,23
SIMIYU,Itilima,Kinang'weli,MWAKILANGI,136,15,9
SIMIYU,Itilima,Luguru,IKUNGULIPU,177,23,8
SIMIYU,Itilima,Luguru,INALO,296,27,11
SIMIYU,Itilima,Luguru,ITILIMA,688,23,30
SIMIYU,Itilima,Mbita,MAHEMBE,129,8,16
SIMIYU,Itilima,Mbita,SUNZULA,118,10,12
SIMIYU,Itilima,Zagayu,BUKINGWAMINZI,140,16,9
SIMIYU,Itilima,Zagayu,KABALE - BARIADI,146,13,11
SIMIYU,Maswa,Buchambi,KINAMWIGULU,220,15,15
SIMIYU,Maswa,Mwamashimba,BUCHAMBI,296,15,20
SIMIYU,Maswa,Isanga,NG’HUMBU,179,11,16
SIMIYU,Maswa,Busangi,ISANGA,161,17,9
SIMIYU,Maswa,Masela,MASELA,156,6,26
SIMIYU,Maswa,Masela,MWASAYI,147,10,15
SIMIYU,Maswa,Seng'wa,SENG’WA,183,7,26
SIMIYU,Maswa,Lalago,MWAGALA,326,15,22
SIMIYU,Maswa,Mbaragane,MASUMBA,238,13,18
SIMIYU,Maswa,Sangamwalugesha,MWANDETE,126,5,25
SIMIYU,Maswa,Sangamwalugesha,SANGAMWALUGESHA,169,13,13
SIMIYU,Maswa,Budekwa,BUDEKWA,159,9,18
SIMIYU,Maswa,Busilili,MAJEBELE,155,12,13
SIMIYU,Maswa,Bugarama,ITULE,140,10,14
SIMIYU,Maswa,Sukuma,MASWA,643,30,21
SIMIYU,Maswa,Sukuma,SUKUMA,231,11,21
SIMIYU,Maswa,Ng'wigwa,NG’WIGWA,224,13,17
SIMIYU,Maswa,Nguliguli,NGULIGULI,210,11,19
SIMIYU,Maswa,Mwamanenge,MWAMANENGE,86,9,10
SIMIYU,Maswa,Senani,SENANI,105,8,13
SIMIYU,Maswa,Senani,ZEBEYA,286,8,36
SIMIYU,Maswa,Ipililo,BUSHASHI,124,8,16
SIMIYU,Maswa,Ipililo,IPILILO,238,10,24
SIMIYU,Maswa,Malampaka,MALAMPAKA,639,22,29
SIMIYU,Maswa,Mataba,MATABA,242,14,17
SIMIYU,Maswa,Badi,BADI,200,7,29
SIMIYU,Maswa,Nyabubinza,NYABUBINZA,345,19,18
SIMIYU,Maswa,Nyabubinza,SALAGE,260,7,37
SIMIYU,Maswa,Kulimi,KULIMI,176,9,20
SIMIYU,Maswa,Mwabayanda,MWABAYANDA,96,9,11
SIMIYU,Maswa,Kadoto,KADOTO,244,10,24
SIMIYU,Maswa,Shishiyu,SHISHIYU,403,15,27
SIMIYU,Maswa,Jija,JIJA,308,10,31
SIMIYU,Maswa,Binza,MWAKALEKA,254,12,21
SIMIYU,Maswa,Sola,BINZA S.S,772,48,16
SIMIYU,Maswa,Shanwa,NYALIKUNGU,618,33,19
SIMIYU,Busega,Kiloleli,SOGESCA SECONDARY SCHOOL,958,29,33
SIMIYU,Busega,Mwamanyili,KISHAMAPANDA SECONDARY SCHOOL,454,23,20
SIMIYU,Busega,Nyashimo,NASSA SECONDARY SCHOOL,725,27,27
SIMIYU,Busega,Nyaluhande,NYALUHANDE SECONDARY SCHOOL,297,29,10
SIMIYU,Busega,Shigala,SHIGALA SECONDARY SCHOOL,405,19,21
SIMIYU,Busega,Badugu,BADUGU SECONDARY SCHOOL,507,26,20
SIMIYU,Busega,Kabita,KABITA SECONDARY SCHOOL,718,24,30
SIMIYU,Busega,Kalemela,KALEMELA SECONDARY SCHOOL,421,31,14
SIMIYU,Busega,Lamadi,LAMADI SECONDARY SCHOOL,1327,34,39
SIMIYU,Busega,Mkula,KIJELESHI SECONDARY SCHOOL,200,23,9
SIMIYU,Busega,Mkula,MKULA SECONDARY SCHOOL,367,24,15
SIMIYU,Busega,Mkula,NYANGWE SECONDARY SCHOOL,384,27,14
SIMIYU,Busega,Lutubiga,MWASAMBA SECONDARY SCHOOL,336,12,28
SIMIYU,Busega,Igalukilo,IGALUKILO SECONDARY SCHOOL,295,24,12
SIMIYU,Busega,Igalukilo,MWAMAGIGISI SECONDARY SCHOOL,338,24,14
SIMIYU,Busega,Malili,MALILI SECONDARY SCHOOL,488,26,19
SIMIYU,Busega,Ngasamo,NGASAMO SECONDARY SCHOOL,654,26,25
SIMIYU,Meatu,Mwanhuzi,KIMALI,385,29,13
SIMIYU,Meatu,Nkoma,LYUSA,168,16,11
SIMIYU,Meatu,Itinje,ITINJE,143,16,9
SIMIYU,Meatu,Kimali,PAJI,291,16,18
SIMIYU,Meatu,Lubiga,LUBIGA,209,11,19
SIMIYU,Meatu,Mwamishali,MWAMISHALI,271,13,21
SIMIYU,Meatu,Mwanyahina,MEATU,715,31,23
SIMIYU,Meatu,Ng'hoboko,NG`HOBOKO,269,7,38
SIMIYU,Meatu,Mwandoya,MWANDOYA,495,27,18
SIMIYU,Meatu,Mwandoya,Mwakaluba,127,7,18
SIMIYU,Meatu,Mwabuma,MWABUMA,288,10,29
SIMIYU,Meatu,Tindabuligi,SAKASAKA,321,10,32
SIMIYU,Meatu,Mwabusalu,MWABUSALU,180,10,18
SIMIYU,Meatu,Mwasengela,LINGEKA,184,5,37
SIMIYU,Meatu,Kisesa,KISESA,238,14,17
SIMIYU,Meatu,Kisesa,Mwaukoli,168,11,15
SIMIYU,Meatu,Mwamalole,MWAMALOLE,141,7,20
SIMIYU,Meatu,Bukundi,BUKUNDI,67,11,6
SIMIYU,Meatu,Mwanjolo,MWANJOLO,177,8,22
SIMIYU,Meatu,Mwamanongu,MWAMANONGU,169,13,13
SIMIYU,Meatu,Imalaseko,IMALASEKO,94,13,7
SIMIYU,Meatu,Mwabuzo,NYALANJA,180,11,16
SINGIDA,Ikungi,Unyahati,UNYAHATI,343,22,16
SINGIDA,Ikungi,Ikungi,IKUNGI,619,38,16
SINGIDA,Ikungi,Mkiwa,MKIWA,228,15,15
SINGIDA,Ikungi,Issuna,ISSUNA,293,18,16
SINGIDA,Ikungi,Mang’onyi,MANG'ONYI SHANTA,156,15,10
SINGIDA,Ikungi,Mang’onyi,MWAU,216,15,14
SINGIDA,Ikungi,Dung’unyi,DADU,189,19,10
SINGIDA,Ikungi,Dung’unyi,MUNKINYA,252,17,15
SINGIDA,Ikungi,Mgungira,WEMBERE,103,12,9
SINGIDA,Ikungi,Irisya,IRISYA,145,13,11
SINGIDA,Ikungi,Sepuka,MSUNGUA,188,11,17
SINGIDA,Ikungi,Sepuka,SEPUKA,256,18,14
SINGIDA,Ikungi,Mtunduru,MTUNDURU,266,17,16
SINGIDA,Ikungi,Mwaru,MWARU,131,12,11
SINGIDA,Ikungi,Ighombwe,IGHOMBWE,73,9,8
SINGIDA,Ikungi,Ihanja,MASINDA DAY,283,19,15
SINGIDA,Ikungi,Isseke,ISEKE MUUNGANO,265,13,20
SINGIDA,Ikungi,Muhintiri,MUHINTIRI,206,10,21
SINGIDA,Ikungi,Iglansoni,IGLANSONI,100,12,8
SINGIDA,Ikungi,Puma,PUMA,461,26,18
SINGIDA,Ikungi,Kituntu,MIANDI,236,24,10
SINGIDA,Ikungi,Kituntu,UTAHO,223,19,12
SINGIDA,Ikungi,Minyughe,MINYUGHE,155,16,10
SINGIDA,Ikungi,Mungaa,MUNGAA,511,23,22
SINGIDA,Ikungi,Makiungu,MAKIUNGU,245,22,11
SINGIDA,Ikungi,Siuyu,SIUYU,324,21,15
SINGIDA,Ikungi,Kikio,MKUNGUAKIHENDO,138,14,10
SINGIDA,Ikungi,Ntuntu,NTUNTU,324,14,23
SINGIDA,Ikungi,Lighwa,LIGHWA,192,13,15
SINGIDA,Ikungi,Misughaa,DR. ALLY M. SHEIN,225,16,14
SINGIDA,Iramba,Kinampanda,TUMAINI,560,22,25
SINGIDA,Iramba,Kinampanda,KINAMPANDA,482,16,30
SINGIDA,Iramba,Ulemo,KIZAGA,358,23,16
SINGIDA,Iramba,Mukulu,MUKULU,190,20,10
SINGIDA,Iramba,Kyengege,KYENGEGE,272,20,14
SINGIDA,Iramba,Kaselya,KASELYA,270,15,18
SINGIDA,Iramba,Mtekente,MTEKENTE,103,14,7
SINGIDA,Iramba,Urughu,URUGHU,147,13,11
SINGIDA,Iramba,Mbelekese,MBELEKESE,299,15,20
SINGIDA,Iramba,Ndago,NDAGO,176,16,11
SINGIDA,Iramba,Ndago,USHORA,250,14,18
SINGIDA,Iramba,Shelui,SHELUI,480,19,25
SINGIDA,Iramba,Mgongo,MGONGO,199,14,14
SINGIDA,Iramba,Mtoa,MTOA,236,12,20
SINGIDA,Iramba,Ntwike,NTWIKE,258,9,29
SINGIDA,Iramba,Kisiriri,KISIRIRI,229,14,16
SINGIDA,Iramba,Kisiriri,KISANA,85,14,6
SINGIDA,Iramba,Tulya,TULYA,194,11,18
SINGIDA,Iramba,Kidaru,KIDARU,149,11,14
SINGIDA,Iramba,Kiomboi,NEW KIOMBOI,394,19,21
SINGIDA,Iramba,Kiomboi,LULUMBA,706,34,21
SINGIDA,Iramba,Old-Kiomboi,KINAMBEU,485,22,22
SINGIDA,Mkalama,Kinyangiri,KINYANGIRI,346,18,19
SINGIDA,Mkalama,Kikhonda,KIKHONDA,172,7,25
SINGIDA,Mkalama,Iguguno,IGUGUNO,682,22,31
SINGIDA,Mkalama,Tumuli,TUMULI,158,14,11
SINGIDA,Mkalama,Msingi,JORMA,196,16,12
SINGIDA,Mkalama,Mwanga,SELENGE,190,11,17
SINGIDA,Mkalama,Nkalakala,MALAJA,65,7,9
SINGIDA,Mkalama,Nkalakala,SETH BENJAMIN,98,15,7
SINGIDA,Mkalama,Ilunda,GUNDA,415,19,22
SINGIDA,Mkalama,Kinampundu,GRACEMESAKI,165,15,11
SINGIDA,Mkalama,Kinampundu,KINAMPUNDU,109,9,12
SINGIDA,Mkalama,Nduguti,NDUGUTI,235,17,14
SINGIDA,Mkalama,Miganga,MIGANGA,98,11,9
SINGIDA,Mkalama,Gumanga,GUMANGA,434,14,31
SINGIDA,Mkalama,Ibaga,IBAGA,346,11,31
SINGIDA,Mkalama,Nkinto,NKINTO,75,14,5
SINGIDA,Mkalama,Matongo,ISANZU,90,9,10
SINGIDA,Mkalama,Mwangeza,MWANGEZA,153,11,14
SINGIDA,Mkalama,Mpambala,CHEMCHEM,195,11,18
SINGIDA,Itigi,Idodyandole,IDODYANDOLE,80,7,11
SINGIDA,Itigi,Aghondi,KAMENYANGA,161,14,12
SINGIDA,Itigi,Rungwa,RUNGWA,128,6,21
SINGIDA,Itigi,Mitundu,KALEKWA,9,7,1
SINGIDA,Itigi,Mitundu,MITUNDU,309,10,31
SINGIDA,Itigi,Mgandu,MGANDU,253,8,32
SINGIDA,Itigi,Itigi Mjini,HANDU,246,16,15
SINGIDA,Itigi,Itigi Mjini,KIMADOI,453,17,27
SINGIDA,Itigi,Tambukareli,ITIGI,648,27,24
SINGIDA,Itigi,Ipande,IPAMUDA,80,9,9
SINGIDA,Itigi,Sanjaranda,SANJARANDA,222,14,16
SINGIDA,Manyoni,Chikuyu,CHIKUYU,269,14,19
SINGIDA,Manyoni,Makanda,MAKANDA,59,9,7
SINGIDA,Manyoni,Kintinku,KINTINKU,251,10,25
SINGIDA,Manyoni,Maweni,NGAITI,148,10,15
SINGIDA,Manyoni,Chikola,KIZIGO,56,7,8
SINGIDA,Manyoni,Heka,HEKA,202,14,14
SINGIDA,Manyoni,Nkonko,NKONKO,132,8,17
SINGIDA,Manyoni,Sanza,SANZA,167,8,21
SINGIDA,Manyoni,Isseke,ISSEKE,81,4,20
SINGIDA,Manyoni,Solya,KILIMATINDE,310,22,14
SINGIDA,Manyoni,Makuru,MAKURU,240,11,22
SINGIDA,Manyoni,Majiri,KINANGALI,141,7,20
SINGIDA,Manyoni,Sasajila,SASAJILA,106,12,9
SINGIDA,Manyoni,Manyoni,MANYONI,577,27,21
SINGIDA,Manyoni,Manyoni,MLEWA,350,18,19
SINGIDA,Manyoni,Manyoni,MWANZI,646,36,18
SINGIDA,Singida,Mtinko,MTINKO,582,18,32
SINGIDA,Singida,Mtinko,SINGITU,210,14,15
SINGIDA,Singida,Kijota,KIJOTA,417,14,30
SINGIDA,Singida,Kijota,MIKIWU,202,14,14
SINGIDA,Singida,Mudida,MUDIDA,349,14,25
SINGIDA,Singida,Makuro,MAKURO,303,15,20
SINGIDA,Singida,Makuro,MATUMBO,304,11,28
SINGIDA,Singida,Ughandi,MISINKO,218,12,18
SINGIDA,Singida,Ughandi,UGHANDI,261,12,22
SINGIDA,Singida,Msisi,MSISI,276,17,16
SINGIDA,Singida,Ngimu,NGIMU,241,13,19
SINGIDA,Singida,Ngimu,POHAMA,208,11,19
SINGIDA,Singida,Itaja,ITAJA,230,18,13
SINGIDA,Singida,Mgori,MWANAMWEMA,196,11,18
SINGIDA,Singida,Mughunga,MUGHUNGA,139,14,10
SINGIDA,Singida,Ilongero,ILONGERO,825,27,31
SINGIDA,Singida,Mrama,MRAMA,345,14,25
SINGIDA,Singida,Ikhanoda,IKHANODA,375,16,23
SINGIDA,Singida,Mwasauya,MWASAUYA,250,12,21
SINGIDA,Singida,Kinyeto,KINYETO,243,13,19
SINGIDA,Singida,Mughamo,MUGHAMO,211,13,16
SINGIDA,Singida,Ntonge,NTONGE,213,12,18
SINGIDA,Singida,Maghojoa,MAGHOJOA,372,13,29
SINGIDA,Singida,Msange,MADASENGA,245,13,19
SINGIDA,Singida,Kinyagigi,NYERI,280,17,16
SINGIDA,Singida,Merya,MERYA,270,13,21
SINGIDA,Singida MC,Utemini,SENGE,570,29,20
SINGIDA,Singida MC,Utemini,UTEMINI,400,29,14
SINGIDA,Singida MC,Mitunduruni,MITUNDURUNI,324,26,12
SINGIDA,Singida MC,Minga,MUGHANGA,585,30,20
SINGIDA,Singida MC,Ipembe,IPEMBE,387,21,18
SINGIDA,Singida MC,Majengo,MWENGE,983,40,25
SINGIDA,Singida MC,Kindai,KINDAI,452,23,20
SINGIDA,Singida MC,Misuna,DR.SALMIN,715,38,19
SINGIDA,Singida MC,Misuna,KIMPUNGUA,254,24,11
SINGIDA,Singida MC,Mtamaa,MTAMAA,167,18,9
SINGIDA,Singida MC,Mandewa,MANDEWA,395,29,14
SINGIDA,Singida MC,Mwankoko,MWANKOKO,261,24,11
SINGIDA,Singida MC,Mungumaji,MUNGUMAJI,302,23,13
SINGIDA,Singida MC,Unyambwa,UNYAMBWA,148,23,6
