REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,TEACHERS,QPTR
MOROGORO,Kilosa,Msowero,MSOWERO,260,14,19
MOROGORO,Kilosa,Mvumi,GONGWE,273,24,11
MOROGORO,Kilosa,Magubike,MAGUBIKE,190,15,13
MOROGORO,Kilosa,Berega,MGUGU,338,16,21
MOROGORO,Kilosa,Mabula,MABULA,184,9,20
MOROGORO,Kilosa,Mamboya,MAMBOYA,36,9,4
MOROGORO,Kilosa,Mtumbatu,MTUMBATU,181,16,11
MOROGORO,Kilosa,Kidete,KIDETE DAY,83,12,7
MOROGORO,Kilosa,Lumuma,LUMUMA,141,8,18
MOROGORO,Kilosa,Kidodi,IWEMBA,426,25,17
MOROGORO,Kilosa,Ruaha,KIDODI,1314,37,36
MOROGORO,Kilosa,Ruaha,LYAHIRA,74,16,5
MOROGORO,Kilosa,Malolo,MWEGA,141,15,9
MOROGORO,Kilosa,Vidunda,VIDUNDA,102,11,9
MOROGORO,Kilosa,Kisanga,KISANGA,264,15,18
MOROGORO,Kilosa,Ruhembe,RUHEMBE,350,16,22
MOROGORO,Kilosa,Uleling'ombe,ULELING’OMBE,89,10,9
MOROGORO,Kilosa,Ulaya,UKWIVA,195,11,18
MOROGORO,Kilosa,Zombo,ZOMBO,183,13,14
MOROGORO,Kilosa,Mabwerebwere,MABWEREBWERE,209,14,15
MOROGORO,Kilosa,Tindiga,MATI,117,13,9
MOROGORO,Kilosa,Masanze,MASANZE,197,13,15
MOROGORO,Kilosa,Kilangali,KILANGALI,168,14,12
MOROGORO,Kilosa,Mikumi,MIKUMI,675,30,23
MOROGORO,Kilosa,Magomeni,KUTUKUTU,513,31,17
MOROGORO,Kilosa,Kasiki,DENDEGO,182,17,11
MOROGORO,Kilosa,Mkwatani,MAZINYUNGU,723,35,21
MOROGORO,Kilosa,Mbumi,MBUMI,187,15,12
MOROGORO,Morogoro,Mkambarani,NELSON MANDELA,425,62,7
MOROGORO,Morogoro,Mikese,MIKESE,665,54,12
MOROGORO,Morogoro,Gwata,GWATA,265,33,8
MOROGORO,Morogoro,Ngerengere,NGERENGERE,448,31,14
MOROGORO,Morogoro,Kidugalo,FATEMI,186,16,12
MOROGORO,Morogoro,Mkulazi,MKULAZI,91,5,18
MOROGORO,Morogoro,Tununguo,TUNUNGUO,202,11,18
MOROGORO,Morogoro,Mkuyuni,MKUYUNI,447,28,16
MOROGORO,Morogoro,Kinole,KINOLE,232,19,12
MOROGORO,Morogoro,Tegetero,TEGETERO,170,15,11
MOROGORO,Morogoro,Kiroka,KIROKA,306,44,7
MOROGORO,Morogoro,Tomondo,TOMONDO,295,19,16
MOROGORO,Morogoro,Kibogwa,KIBOGWA,96,10,10
MOROGORO,Morogoro,Mtombozi,MTOMBOZI,198,24,8
MOROGORO,Morogoro,Lundi,LUNDI,181,16,11
MOROGORO,Morogoro,Kibungo,KIBUNGO JUU,116,11,11
MOROGORO,Morogoro,Tawa,TAWA,127,16,8
MOROGORO,Morogoro,Kisemu,KISEMU,269,29,9
MOROGORO,Morogoro,Konde,MATOMBO,304,24,13
MOROGORO,Morogoro,Mvuha,MVUHA,353,11,32
MOROGORO,Morogoro,Selembala,SELEMBALA,164,7,23
MOROGORO,Morogoro,Kasanga,KIZAGILA,57,7,8
MOROGORO,Morogoro,Kolero,KOLERO,97,10,10
MOROGORO,Morogoro,Kisaki,KISAKI,292,23,13
MOROGORO,Morogoro,Singisa,SINGISA,79,8,10
MOROGORO,Morogoro,Bwakira Juu,BWAKIRA JUU,95,7,14
MOROGORO,Morogoro,Bwakira Chini,BWAKIRA CHINI,321,19,17
MOROGORO,Morogoro,Mngazi,MILENGWELENGWE,240,18,13
MOROGORO,Morogoro MC,Mwembesongo,MWEMBESONGO,719,50,14
MOROGORO,Morogoro MC,Mafisa,KAYENZI,710,51,14
MOROGORO,Morogoro MC,Kingolwira,KINGOLWIRA,310,45,7
MOROGORO,Morogoro MC,Kauzeni,KAUZENI,192,35,5
MOROGORO,Morogoro MC,Mbuyuni,SUA,685,43,16
MOROGORO,Morogoro MC,Kihonda,ULUGURU,325,43,8
MOROGORO,Morogoro MC,Chamwino,MGULASI,1032,58,18
MOROGORO,Morogoro MC,Kihonda Maghorofani,KIHONDA,1827,90,20
MOROGORO,Morogoro MC,Uwanja wa Taifa,UWANJA WA TAIFA,659,58,11
MOROGORO,Morogoro MC,Mji Mpya,MJI MPYA,810,57,14
MOROGORO,Morogoro MC,Saba Saba,TUSHIKAMANE,485,44,11
MOROGORO,Morogoro MC,Boma,MOROGORO,1839,113,16
MOROGORO,Morogoro MC,Boma,TUBUYU,352,45,8
MOROGORO,Morogoro MC,Kiwanja cha Ndege,BONDWA,366,31,12
MOROGORO,Morogoro MC,Mafiga,MAFIGA,803,60,13
MOROGORO,Morogoro MC,Bigwa,SUMAYE,882,56,16
MOROGORO,Morogoro MC,Mlimani,BUNGODIMWE,165,30,6
MOROGORO,Morogoro MC,Kingo,KINGO,557,53,11
MOROGORO,Morogoro MC,Kichangani,KOLAHILL,571,54,11
MOROGORO,Morogoro MC,Kilakala,KILAKALA,636,62,10
MOROGORO,Morogoro MC,Kilakala,KINGALU,296,41,7
MOROGORO,Morogoro MC,Kilakala,LUPANGA,502,55,9
MOROGORO,Morogoro MC,Mji Mkuu,NANENANE,471,51,9
MOROGORO,Mvomero,Melela,MELELA,440,47,9
MOROGORO,Mvomero,Mlali,KIPERA,522,39,13
MOROGORO,Mvomero,Mzumbe,MONGOLA,683,59,12
MOROGORO,Mvomero,Mzumbe,MZUMBE,703,38,19
MOROGORO,Mvomero,Doma,DOMA,212,25,8
MOROGORO,Mvomero,Langali,LANGALI,179,16,11
MOROGORO,Mvomero,Mgeta,MGETA,254,19,13
MOROGORO,Mvomero,Bunduki,BUNDUKI,93,11,8
MOROGORO,Mvomero,Luale,KIKEO,140,13,11
MOROGORO,Mvomero,Nyandira,TCHENZEMA,204,17,12
MOROGORO,Mvomero,Mvomero,MVOMERO,536,30,18
MOROGORO,Mvomero,Dakawa,WAMI,603,40,15
MOROGORO,Mvomero,Hembeti,HEMBETI,509,30,17
MOROGORO,Mvomero,Kibati,UNGULU,284,17,17
MOROGORO,Mvomero,Maskati,MASKATI,135,17,8
MOROGORO,Mvomero,Mhonda,MURAD SADDIQ,735,48,15
MOROGORO,Mvomero,Sungaji,SUNGAJI,335,24,14
MOROGORO,Mvomero,Mtibwa,MTIBWA,586,32,18
MOROGORO,Mvomero,Mtibwa,NASSSORO SEIF,740,43,17
MOROGORO,Mvomero,Diongoya,DIONGOYA,442,43,10
MOROGORO,Mvomero,Diongoya,LUSANGA,771,41,19
MOROGORO,Mvomero,Kanga,KANGA HILL,298,20,15
MOROGORO,Ulanga,Lupiro,IGOTA,218,26,8
MOROGORO,Ulanga,Lupiro,LUPIRO,265,25,11
MOROGORO,Ulanga,Milola,ULANGA,217,13,17
MOROGORO,Ulanga,Minepa,MINEPA,347,30,12
MOROGORO,Ulanga,Kichangani,KICHANGANI,151,19,8
MOROGORO,Ulanga,Iragua,IRAGUA,287,23,12
MOROGORO,Ulanga,Vigoi,KWIRO,634,33,19
MOROGORO,Ulanga,Vigoi,VIGOI,240,19,13
MOROGORO,Ulanga,Nawenge,NAWENGE,562,29,19
MOROGORO,Ulanga,Mahenge,MAHENGE,378,22,17
MOROGORO,Ulanga,Uponera,UPONERA,153,21,7
MOROGORO,Ulanga,Isongo,ISONGO,176,18,10
MOROGORO,Ulanga,Mwaya,CELINA KOMBANI,312,19,16
MOROGORO,Ulanga,Mbuga,MBUGA,176,15,12
MOROGORO,Ulanga,Ilonga,ILONGA,345,10,35
MOROGORO,Ulanga,Chirombola,CHIROMBOLA,134,13,10
MOROGORO,Ulanga,Ruaha,MWAYA,390,19,21
MOROGORO,Ulanga,Euga,EUGA,112,13,9
MOROGORO,Malinyi,Itete,ITETE,495,10,50
MOROGORO,Malinyi,Mtimbira,MTIMBIRA,463,17,27
MOROGORO,Malinyi,Usangule,USANGULE,328,20,16
MOROGORO,Malinyi,Sofi,SOFI,292,18,16
MOROGORO,Malinyi,Malinyi,KIPINGO,706,21,34
MOROGORO,Malinyi,Malinyi,MALINYI,486,20,24
MOROGORO,Malinyi,Igawa,IGAWA,302,17,18
MOROGORO,Malinyi,Biro,BIRO,136,9,15
MOROGORO,Malinyi,Ngoheranga,NGOHERANGA,275,16,17
MTWARA,Mtwara,Madimba,MADIMBA,310,15,21
MTWARA,Mtwara,Msimbati,MSIMBATI,179,20,9
MTWARA,Mtwara,Ziwani,ZIWANI,370,34,11
MTWARA,Mtwara,Nanguruwe,NANGURUWE,351,15,23
MTWARA,Mtwara,Mahurunga,MAHURUNGA,218,23,9
MTWARA,Mtwara,Dihimba,DIHIMBA,341,26,13
MTWARA,Mtwara,Libobe,LIBOBE,400,20,20
MTWARA,Mtwara,Ndumbwe,NDUMBWE,412,29,14
MTWARA,Mtwara,Mayanga,MAYANGA,296,30,10
MTWARA,Mtwara,Mayanga,MUSTAFA SABODO,620,49,13
MTWARA,Mtwara,Naumbu,KISIWA,277,21,13
MTWARA,Mtwara Mikindani MC,Naliandele,NALIENDELE,400,31,13
MTWARA,Mtwara Mikindani MC,Ufukoni,SINO TANZANIA FRIENDSHIP,469,32,15
MTWARA,Mtwara Mikindani MC,Likombe,MANGAMBA,254,25,10
MTWARA,Mtwara Mikindani MC,Likombe,MTWARA WASICHANA,777,35,22
MTWARA,Mtwara Mikindani MC,Likombe,UMOJA,432,40,11
MTWARA,Mtwara Mikindani MC,Chikongola,SABASABA,545,42,13
MTWARA,Mtwara Mikindani MC,Rahaleo,RAHALEO,446,30,15
MTWARA,Mtwara Mikindani MC,Shangani,SHANGANI,438,25,18
MTWARA,Mtwara Mikindani MC,Shangani,UFUNDI MTWARA,744,39,19
MTWARA,Mtwara Mikindani MC,Reli,BANDARI,206,13,16
MTWARA,Mtwara Mikindani MC,Chuno,CHUNO,390,34,11
MTWARA,Mtwara Mikindani MC,Mitengo,MITENGO,262,23,11
MTWARA,Mtwara Mikindani MC,Jangwani,MIKINDANI,252,20,13
MTWARA,Masasi TC,Mtandi,MPINDIMBI KUTWA,248,24,10
MTWARA,Masasi TC,Mtandi,MTANDI KUTWA,500,25,20
MTWARA,Masasi TC,Nyasa,ANNA ABDALLAH KUTWA,499,27,18
MTWARA,Masasi TC,Migongo,MASASI KUTWA,571,29,20
MTWARA,Masasi TC,Migongo,MASASI WASICHANA (BWENI),655,27,24
MTWARA,Masasi TC,Migongo,NANGAYA KUTWA,346,20,17
MTWARA,Masasi TC,Marika,MARIKA KUTWA,222,22,10
MTWARA,Masasi TC,Mwenge Mtapika,MTAPIKA KUTWA,439,22,20
MTWARA,Masasi TC,Sululu,SULULU KUTWA,184,18,10
MTWARA,Masasi,Lulindi,LULINDI,257,11,23
MTWARA,Masasi,Lulindi,NDWIKA,366,22,17
MTWARA,Masasi,Mkululu,MKULULU,163,14,12
MTWARA,Masasi,Mkundi,NAMWANGA,134,15,9
MTWARA,Masasi,Namalenga,NAMALENGA,238,11,22
MTWARA,Masasi,Sindano,SINDANO,114,11,10
MTWARA,Masasi,Mchauru,NAMOMBWE,215,12,18
MTWARA,Masasi,Makong’onda,MAKONG'ONDA,396,14,28
MTWARA,Masasi,Chiungutwa,CHIUNGUTWA,300,12,25
MTWARA,Masasi,Lupaso,LUPASO,135,7,19
MTWARA,Masasi,Mbuyuni,MBUYUNI,185,12,15
MTWARA,Masasi,Nanjota,NANJOTA,235,13,18
MTWARA,Masasi,Chigugu,MBEMBA,315,10,32
MTWARA,Masasi,Chikukwe,ISDORE SHIRIMA,276,18,15
MTWARA,Masasi,Chiwata,CHIDYA,361,20,18
MTWARA,Masasi,Chiwata,CHIWATA,120,8,15
MTWARA,Masasi,Nanganga,NANGANGA,256,14,18
MTWARA,Masasi,Nangoo,NANGOO,199,11,18
MTWARA,Masasi,Chikundi,MKALAPA,365,20,18
MTWARA,Masasi,Ndanda,MWENA,476,16,30
MTWARA,Masasi,Ndanda,NDANDA,1005,26,39
MTWARA,Masasi,Mpindimbi,CHANIKANGUO,181,13,14
MTWARA,Masasi,Namatutwe,NAMATUTWE,197,15,13
MTWARA,Masasi,Namajani,NAMAJANI,327,13,25
MTWARA,Masasi,Lukuledi,LUKULEDI,521,18,29
MTWARA,Masasi,Chiwale,CHIWALE,287,16,18
MTWARA,Nanyumbu,Nanyumbu,NANYUMBU,351,25,14
MTWARA,Nanyumbu,Likokona,LIKOKONA,214,22,10
MTWARA,Nanyumbu,Michiga,MICHIGA,235,14,17
MTWARA,Nanyumbu,Lumesule,LUMESULE,141,15,9
MTWARA,Nanyumbu,Nakopi,NAPACHO,153,29,5
MTWARA,Nanyumbu,Nandete,NANDETE,186,24,8
MTWARA,Nanyumbu,Mnanje,MARATANI,212,30,7
MTWARA,Nanyumbu,Mikangaula,MIKANGAULA,370,16,23
MTWARA,Nanyumbu,Kilimanihewa,MANGAKA,513,13,39
MTWARA,Nanyumbu,Chipuputa,CHIPUPUTA,191,27,7
MTWARA,Nanyumbu,Sengenya,SENGENYA,299,7,43
MTWARA,Nanyumbu,Nangomba,NANGOMBA,173,33,5
MTWARA,Newala,Mkwedu,USHIRIKA,218,11,20
MTWARA,Newala,Makukwe,MAKUKWE,343,8,43
MTWARA,Newala,Chitekete,CHITEKETE,172,6,29
MTWARA,Newala,Mdimba Mpelepele,MPELEPELE,116,12,10
MTWARA,Newala,Kitangari,MPOTOLA,385,18,21
MTWARA,Newala,Chiwonga,MMULUNGA,138,11,13
MTWARA,Newala,Nandwahi,VIHOKOLI,195,12,16
MTWARA,Newala,Maputi,MAPUTI,195,10,20
MTWARA,Newala,Mchemo,LENGO,291,10,29
MTWARA,Newala,Mtopwa,MTOPWA,261,9,29
MTWARA,Newala,Malatu,MALATU,148,12,12
MTWARA,Newala,Chilangala,MIKUMBI,247,9,27
MTWARA,Newala,Mnyambe,MNYAMBE,299,13,23
MTWARA,Newala,Chihangu,CHIHANGU,100,8,13
MTWARA,Newala,Nambali,MKOMA,161,7,23
MTWARA,Newala TC,Luchingu,NANGWANDA,766,23,33
MTWARA,Newala TC,Luchingu,NEWALA DAY,514,23,22
MTWARA,Newala TC,Mtonya,DR. ALEX MTAVALA,352,23,15
MTWARA,Newala TC,Namiyonga,G.MKUCHIKA,177,13,14
MTWARA,Newala TC,Makote,MAKOTE,266,15,18
MTWARA,Newala TC,Makonga,MTANGALANGA,412,16,26
MTWARA,Newala TC,Mnekachi,NAMBUNGA,148,19,8
MTWARA,Newala TC,Mkunya,KIUTA,272,12,23
MTWARA,Newala TC,Mcholi I,MALEGESI,279,13,21
MTWARA,Newala TC,Mcholi II,KUSINI,221,13,17
MTWARA,Newala TC,Nanguruwe,MALOCHO,175,14,13
MTWARA,Tandahimba,Mnyawa,MNYAWA,237,8,30
MTWARA,Tandahimba,Mchichira,MCHICHIRA,190,9,21
MTWARA,Tandahimba,Nanhyanga,NANHYANGA,356,18,20
MTWARA,Tandahimba,Dinduma,DINDUMA,151,14,11
MTWARA,Tandahimba,Mdimba Mnyoma,MDIMBA,410,13,32
MTWARA,Tandahimba,Kitama,MWEMINAKI,205,13,16
MTWARA,Tandahimba,Miuta,KITAMA,358,6,60
MTWARA,Tandahimba,Namikupa,NAMIKUPA,315,20,16
MTWARA,Tandahimba,Luagala,LUAGALA,376,13,29
MTWARA,Tandahimba,Lyenje,LIENJE,105,8,13
MTWARA,Tandahimba,Nambahu,NACHUNYU,279,16,17
MTWARA,Tandahimba,Milongodi,MILONGODI,192,23,8
MTWARA,Tandahimba,Mihambwe,MIHAMBWE,295,10,30
MTWARA,Tandahimba,Mkoreha,MKOREHA,294,12,25
MTWARA,Tandahimba,Naputa,NAPUTA,279,13,21
MTWARA,Tandahimba,Michenjele,MICHENJELE,142,11,13
MTWARA,Tandahimba,Maundo,MAUNDO,383,11,35
MTWARA,Tandahimba,Chingungwe,SALAMA,181,6,30
MTWARA,Tandahimba,Chingungwe,CHINGUNGWE,201,10,20
MTWARA,Tandahimba,Mkundi,MKUNDI,279,10,28
MTWARA,Tandahimba,Chaume,CHAUME,263,13,20
MTWARA,Tandahimba,Mkonjowano,MKONJOWANO,198,12,17
MTWARA,Tandahimba,Ngunja,NGUNJA,263,12,22
MTWARA,Tandahimba,Mkwiti,MKWITI,95,12,8
MTWARA,Tandahimba,Lukokoda,LUKOKODA,159,9,18
MTWARA,Tandahimba,Chikongola,MAHUTA,369,19,19
MTWARA,Tandahimba,Tandahimba,NANDONDE,215,27,8
MTWARA,Tandahimba,Malopokelo,TANDAHIMBA,660,41,16
MTWARA,Nanyamba,Nanyamba,NANYAMBA,664,15,44
MTWARA,Nanyamba,Nitekela,NITEKELA,349,20,17
MTWARA,Nanyamba,Mbembaleo,MBEMBALEO,305,18,17
MTWARA,Nanyamba,Milangominne,MNYAWI,390,17,23
MTWARA,Nanyamba,Njengwa,NJENGWA,351,19,18
MTWARA,Nanyamba,Mtimbwilimbwi,MTINIKO,499,21,24
MTWARA,Nanyamba,Chawi,CHAWI,280,25,11
MTWARA,Nanyamba,Kiromba,KIROMBA,273,19,14
MTWARA,Nanyamba,Kitaya,KITAYA,291,18,16
MTWARA,Nanyamba,Mnima,MNIMA,376,19,20
MWANZA,Mwanza CC,Mkolani,MKOLANI,1102,89,12
MWANZA,Mwanza CC,Mkolani,NGANZA,776,54,14
MWANZA,Mwanza CC,Mkolani,NSUMBA,812,43,19
MWANZA,Mwanza CC,Luchelele,LUCHELELE,514,38,14
MWANZA,Mwanza CC,Buhongwa,BUHONGWA,1420,79,18
MWANZA,Mwanza CC,Lwanhima,LWANHIMA,487,114,4
MWANZA,Mwanza CC,Butimba,BUTIMBA DAY,709,49,14
MWANZA,Mwanza CC,Butimba,NYAMAGANA,585,53,11
MWANZA,Mwanza CC,Butimba,NYEGEZI,465,46,10
MWANZA,Mwanza CC,Nyegezi,NYABULOGOYA,875,76,12
MWANZA,Mwanza CC,Mkuyuni,MKUYUNI,485,39,12
MWANZA,Mwanza CC,Mkuyuni,NYAKURUNDUMA,408,28,15
MWANZA,Mwanza CC,Igogo,IGOGO,600,12,50
MWANZA,Mwanza CC,Igogo,MAPANGO,501,19,26
MWANZA,Mwanza CC,Pamba,MLIMANI,569,40,14
MWANZA,Mwanza CC,Pamba,MWANZA,2633,70,38
MWANZA,Mwanza CC,Pamba,PAMBA,1367,84,16
MWANZA,Mwanza CC,Pamba,BUGARIKA,566,25,23
MWANZA,Mwanza CC,Mirongo,MIRONGO,707,49,14
MWANZA,Mwanza CC,Isamilo,NYAKABUNGO,612,32,19
MWANZA,Mwanza CC,Isamilo,OLE NJOOLAY,680,35,19
MWANZA,Mwanza CC,Nyamagana,CAPRIPOINT,270,29,9
MWANZA,Mwanza CC,Mbugani,MBUGANI,671,28,24
MWANZA,Mwanza CC,Mabatini,MTONI,914,49,19
MWANZA,Mwanza CC,Igoma,IGOMA,1167,49,24
MWANZA,Mwanza CC,Igoma,SHAMALIWA SS,1117,41,27
MWANZA,Mwanza CC,Kishili,FUMAGILA,393,19,21
MWANZA,Mwanza CC,Mahina,IGELEGELE,428,23,19
MWANZA,Mwanza CC,Mahina,MAHINA,964,36,27
MWANZA,Mwanza CC,Mhandu,MHANDU,916,46,20
MWANZA,Ilemela MC,Nyakato,KANGAYE,757,41,18
MWANZA,Ilemela MC,Nyakato,NUNDU,822,34,24
MWANZA,Ilemela MC,Nyasaka,NYASAKA,871,52,17
MWANZA,Ilemela MC,Ilemela,LUMALA,998,54,18
MWANZA,Ilemela MC,Kahama,LUKOBE,447,40,11
MWANZA,Ilemela MC,Sangabuye,SANGABUYE,632,26,24
MWANZA,Ilemela MC,Bugogwa,BUGOGWA,823,29,28
MWANZA,Ilemela MC,Shibula,SHIBULA,490,28,18
MWANZA,Ilemela MC,Pasiansi,BWIRU GIRLS,927,36,26
MWANZA,Ilemela MC,Pasiansi,BWIRU BOYS,957,71,13
MWANZA,Ilemela MC,Pasiansi,KITANGIRI,742,33,22
MWANZA,Ilemela MC,Pasiansi,MNARANI,512,35,15
MWANZA,Ilemela MC,Kawekamo,KILIMANI,432,25,17
MWANZA,Ilemela MC,Kawekamo,PASIANSI,836,27,31
MWANZA,Ilemela MC,Kitangiri,MIHAMA,463,25,19
MWANZA,Ilemela MC,Kitangiri,MWINUKO,482,22,22
MWANZA,Ilemela MC,Kirumba,KABUHORO,440,28,16
MWANZA,Ilemela MC,Kirumba,KIRUMBA,542,34,16
MWANZA,Ilemela MC,Nyamanoro,NYAMANORO,930,46,20
MWANZA,Ilemela MC,Ibungilo,IBUNGILO,832,46,18
MWANZA,Ilemela MC,Ibungilo,KILOLELI,776,47,17
MWANZA,Ilemela MC,Buswelu,BUJINGWA,780,46,17
MWANZA,Ilemela MC,Buswelu,BUSWELU,1374,53,26
MWANZA,Ilemela MC,Nyamhongolo,IBINZA,423,33,13
MWANZA,Kwimba,Nyambiti,KINOJA,366,30,12
MWANZA,Kwimba,Nyambiti,TALLO,336,37,9
MWANZA,Kwimba,Mwandu,MWANDU,262,20,13
MWANZA,Kwimba,Malya,MALYA,386,35,11
MWANZA,Kwimba,Mwagi,MWAGI,432,23,19
MWANZA,Kwimba,Maligisu,MALIGISU,485,3,162
MWANZA,Kwimba,Iseni,ISENI,553,18,31
MWANZA,Kwimba,Lyoma,LYOMA,315,24,13
MWANZA,Kwimba,Sumve,MWASHILALAGE,273,16,17
MWANZA,Kwimba,Sumve,SUMVE HIGH SCHOOL,610,67,9
MWANZA,Kwimba,Mwabomba,MWABOMBA,358,21,17
MWANZA,Kwimba,Ngulla,NGULLA,515,17,30
MWANZA,Kwimba,Mantare,MANTARE,336,4,84
MWANZA,Kwimba,Walla,WALLA,449,2,225
MWANZA,Kwimba,Bungulwa,BUNGULWA,307,23,13
MWANZA,Kwimba,Mwang'halanga,MWANG'HALANGA,236,31,8
MWANZA,Kwimba,Igongwa,IGONGWA,289,33,9
MWANZA,Kwimba,Fukalo,MWAMASHIMBA,426,27,16
MWANZA,Kwimba,Fukalo,NDAMHI,258,15,17
MWANZA,Kwimba,Bupamwa,BUPAMWA,288,4,72
MWANZA,Kwimba,Mwamala,MWAMALA,355,22,16
MWANZA,Kwimba,Mhande,MHANDE,395,16,25
MWANZA,Kwimba,Kikubiji,KIKUBIJI,380,21,18
MWANZA,Kwimba,Hungumalwa,NELLA,564,29,19
MWANZA,Kwimba,Ilula,IMALILO,249,30,8
MWANZA,Kwimba,Mwakilyambiti,MWAKILYAMBITI,388,19,20
MWANZA,Kwimba,Ng'hundi,NG'HUNDI,228,18,13
MWANZA,Kwimba,Nyamilama,NYAMILAMA,585,35,17
MWANZA,Kwimba,Mwankulwe,MWANKULWE,227,20,11
MWANZA,Kwimba,Ngudu,BUJIKU SAKILA,578,44,13
MWANZA,Kwimba,Ngudu,NGUDU,890,15,59
MWANZA,Magu,Nyigogo,KINANGO,962,35,27
MWANZA,Magu,Kandawe,KANDAWE,494,43,11
MWANZA,Magu,Sukuma,SUKUMA,601,30,20
MWANZA,Magu,Lubugu,LUBUGU,612,34,18
MWANZA,Magu,Mwamabanza,NG'WAMABANZA,298,32,9
MWANZA,Magu,Kahangara,KAHANGARA,593,36,16
MWANZA,Magu,Kitongo sima,LUGEYE,711,42,17
MWANZA,Magu,Mwamanga,MWAMANGA,422,33,13
MWANZA,Magu,Nyanguge,NYANGUGE,667,45,15
MWANZA,Magu,Kisesa,KITUMBA,1059,39,27
MWANZA,Magu,Bukandwe,BUKANDWE,652,50,13
MWANZA,Magu,Bujashi,BUJASHI,615,46,13
MWANZA,Magu,Lutale,LUTALE,399,33,12
MWANZA,Magu,Kongolo,KONGOLO,262,30,9
MWANZA,Magu,Ng'haya,NG'HAYA,571,31,18
MWANZA,Magu,Kabila,KABILA,642,32,20
MWANZA,Magu,Shishani,SHISHANI,638,27,24
MWANZA,Magu,Itumbili,ITUMBILI,547,33,17
MWANZA,Magu,Isandula,MAGU,1410,51,28
MWANZA,Misungwi,Nhundulu,NHUNDULU,274,17,16
MWANZA,Misungwi,Misasi,MISASI,722,32,23
MWANZA,Misungwi,Busongo,BUSONGO,435,17,26
MWANZA,Misungwi,Shilalo,SHILALO,273,15,18
MWANZA,Misungwi,Buhingo,BUHINGO,307,14,22
MWANZA,Misungwi,Kasololo,KASOLOLO,265,17,16
MWANZA,Misungwi,Kijima,ISAKAMAWE,329,16,21
MWANZA,Misungwi,Ilujamate,ILUJAMATE,302,15,20
MWANZA,Misungwi,Mbarika,MBARIKA,361,19,19
MWANZA,Misungwi,Sumbugu,SUMBUGU,336,15,22
MWANZA,Misungwi,Lubili,LUBILI,293,16,18
MWANZA,Misungwi,Misungwi,AIMEE MILEMBE,327,21,16
MWANZA,Misungwi,Misungwi,MISUNGWI,1071,51,21
MWANZA,Misungwi,Mabuki,MAWEMATATU,331,28,12
MWANZA,Misungwi,Koromije,KOROMIJE,624,21,30
MWANZA,Misungwi,Igokelo,IGOKELO,459,32,14
MWANZA,Misungwi,Mondo,MWANIKO,323,11,29
MWANZA,Misungwi,Kanyelele,KANYELELE,321,18,18
MWANZA,Misungwi,Usagara,SANJO,716,42,17
MWANZA,Misungwi,Fella,NYABUMHANDA,163,17,10
MWANZA,Misungwi,Ukiriguru,PAUL BOMANI,289,42,7
MWANZA,Misungwi,Bulemeji,BULEMEJI,354,29,12
MWANZA,Misungwi,Idetemya,IDETEMYA,518,31,17
MWANZA,Ukerewe,Nakatunguru,NAKATUNGURU,762,28,27
MWANZA,Ukerewe,Kakerege,KAKEREGE,547,27,20
MWANZA,Ukerewe,Ngoma,MUMBUGA,550,32,17
MWANZA,Ukerewe,Bukongo,BUKONGO,692,35,20
MWANZA,Ukerewe,Kagera,NAKOZA,832,32,26
MWANZA,Ukerewe,Bukanda,BUKANDA,646,29,22
MWANZA,Ukerewe,Namagondo,NAMAGONDO,564,28,20
MWANZA,Ukerewe,Bukindo,BUKINDO SECONDARY,512,30,17
MWANZA,Ukerewe,Irugwa,IRUGWA,374,27,14
MWANZA,Ukerewe,Mukituntu,MUKITUNTU,850,32,27
MWANZA,Ukerewe,Murutunguru,LUGONGO,644,31,21
MWANZA,Ukerewe,Murutunguru,PIUS MSEKWA,751,28,27
MWANZA,Ukerewe,Kagunguli,BUGUZA,649,30,22
MWANZA,Ukerewe,Ilangala,MIBUNGO,869,26,33
MWANZA,Ukerewe,Bwiro,BWIRO,617,24,26
MWANZA,Ukerewe,Muriti,MURITI,793,28,28
MWANZA,Ukerewe,Nduruma,NDURUMA,702,27,26
MWANZA,Ukerewe,Igalla,IGALLA,728,24,30
MWANZA,Ukerewe,Namilembe,BUSANGUMUGU,697,25,28
MWANZA,Ukerewe,Bwisya,BWISYA,820,26,32
MWANZA,Ukerewe,Bukiko,BUKIKO,365,11,33
MWANZA,Ukerewe,Nansio,NANSIO,707,28,25
MWANZA,Sengerema,Buyagu,BUYAGU,278,23,12
MWANZA,Sengerema,Kagunga,LWENGE,172,12,14
MWANZA,Sengerema,Kagunga,NYANCHENCHE,234,17,14
MWANZA,Sengerema,Bitoto,BITOTO,222,16,14
MWANZA,Sengerema,Igalula,NGOMA,515,19,27
MWANZA,Sengerema,Tabaruka,TAMABU,554,32,17
MWANZA,Sengerema,Kishinda,KISHINDA,254,16,16
MWANZA,Sengerema,Kishinda,TUNYENYE,197,18,11
MWANZA,Sengerema,Busisi,BUSISI,364,32,11
MWANZA,Sengerema,Kahumulo,KAHUMULO,272,15,18
MWANZA,Sengerema,Kahumulo,LUSIKWI,427,17,25
MWANZA,Sengerema,Nyampande,TABARUKA,368,29,13
MWANZA,Sengerema,Igulumuki,BUTONGA,516,29,18
MWANZA,Sengerema,Buzilasoga,BUZILASOGA,350,20,18
